# Первоубиенный и лучший ход исторических игр, снятые с mafiauniverse (сентябрь 2026).
# Импорт истории принёс только ник/место/роль/итог, а ПУ и ЛХ там есть — без них у легаси-игр
# не считались ЛХ, Ci, «точность ЛХ», ачивки и рекорды.
#
# Формат: источник|дата|номер игры в источнике|место ПУ|места ЛХ|бонус ЛХ у них|ники по местам 1..10
# Состав стола — главный ключ сопоставления: дата и номер игры у источника и у нас могли разойтись
# (855 залит одной датой, у ночных игр дата зависит от часового пояса), а состав по местам
# совпадает однозначно. Дата — как в списке игр mafiauniverse (по ней собирался импорт вечеров).
# Бонус пустой — ЛХ не принёс очков. Игры без первоубиенного сюда не попали.
#
# 855 — Сезон 2022/2023; 893 — Сезон 2023/2024; 1355 — Стол для обучения и отдыха 2023/2024;
# 3557 — Сезон 2024/2025.
3557|2025-03-28|119|6|1,5,1||Техноуж;Улитка;Soya;Элизабет Арден;Аляска;Вспышка;Lulu;Бант.;Варвара;Ная
3557|2025-03-28|118|9|5,7,8||Деканат;Lulu;Элизабет Арден;Варвара;Аляска;Улитка;Техноуж;Ная;Soya;Вспышка
3557|2025-03-28|117|1|6,5,7||Lulu;Ная;Улитка;Варвара;Киви;Бант.;Вспышка;Soya;Элизабет Арден;Аляска
3557|2025-03-28|114|10|4,7,9||Бант.;Варвара;Элли;Аляска;Доджик;Элизабет Арден;НЕ_ЛИС;Улитка;Lulu;Вспышка
3557|2025-03-24|113|7|3,5,9||Математик;Lulu;Аляска;Элизабет Арден;Чудо;Улитка;Вспышка;Владыка;Бант.;Ная
3557|2025-03-24|112|6|1,2,1|0.25|Буханка;Владыка;Бант.;Аляска;Ная;Элизабет Арден;Lulu;Чудо;Улитка;Математик
3557|2025-03-24|111|5|1,2,1|0.25|Тайса;формиат калия;Математик;Бант.;Дед;Улитка;Чудо;Ная;Деканат;Аляска
3557|2025-03-24|110|8|4,5,7||Ная;Lulu;Улитка;Буханка;Тайса;Бант.;Чудо;Дед;Аляска;формиат калия
3557|2025-03-24|109|4|5,7,8|0.5|Чудо;Ная;Улитка;Аляска;Дед;Бант.;Буханка;Вита;Математик;Элизабет Арден
3557|2025-03-24|107|8|2,6,1|0.25|Вспышка;Буханка;WhiRav;Техноуж;Ная;Улитка;Чудо;Элизабет Арден;Математик;Lulu
3557|2025-03-24|106|4|3,5,8|0.5|Вспышка;Улитка;Чудо;Бант.;Шмоки Мола;Ная;Элизабет Арден;Техноуж;Аляска;Владыка
3557|2025-03-24|105|4|5,6,1|0.25|Техноуж;Ная;Вспышка;Аляска;Бант.;Деканат;Богомол;Чудо;Улитка;Математик
3557|2025-03-24|104|9|3,4,5|0.5|Бант.;Ная;Богомол;Дед;Чудо;Элизабет Арден;Вспышка;Математик;Улитка;Техноуж
3557|2025-03-24|103|2|6,7,8|0.25|WhiRav;Вспышка;Ная;Аляска;Улитка;Математик;Буханка;Шмоки Мола;Элизабет Арден;Чудо
3557|2025-03-24|102|3|2,4,6||Элизабет Арден;Математик;Бант.;Винни;Ная;Лана;НЕ_ЛИС;Улитка;Киви;Техноуж
3557|2025-03-24|101|10|3,4,5||Ная;НЕ_ЛИС;Lulu;Богомол;Вспышка;Бант.;Дед;Винни;Элизабет Арден;Водолаз
3557|2025-03-24|100|6|3,7,9||Улитка;Математик;Бант.;Ная;Техноуж;Вспышка;Богомол;Деканат;Марохеф;WhiRav
3557|2025-03-24|98|2|3,5,9||Математик;Улитка;Вспышка;Техноуж;WhiRav;Дед;Ная;Бант.;Деканат;Lulu
3557|2025-03-24|97|6|4,5,9|0.25|WhiRav;Soya;Киви;Ная;Самообман 🎭;Бант.;Аляска;Математик;Варвара;Хелхек
3557|2025-03-24|96|2|3,7,8||Варвара;Самообман 🎭;Техноуж;Математик;Доджик;Бант.;Хелхек;Аляска;Soya;Ная
3557|2025-03-24|95|10|5,8,9||Бант.;Самообман 🎭;Дед;Математик;Ная;Lulu;Варвара;WhiRav;Хелхек;Киви
3557|2025-03-24|94|10|1,7,5||Математик;Хелхек;Soya;Киви;Техноуж;Lulu;НЕ_ЛИС;Ная;Варвара;Самообман 🎭
3557|2025-03-24|93|1|4,5,9|0.25|Техноуж;Аляска;Улитка;Варвара;Soya;Ная;Доджик;Lulu;НЕ_ЛИС;Самообман 🎭
3557|2025-03-17|92|10|1,3,8||Сова;Lulu;Улитка;Вспышка;Рэй;Богомол;Гаруспик;Подосиновик;Техноуж;Деканат
3557|2025-03-17|91|8|3,5,7||Техноуж;Винни;Богомол;Буханка;Подосиновик;Улитка;Вспышка;Lulu;Неомения;Сова
3557|2025-03-17|90|7|2,4,1||Рэй;Неомения;Винни;Деканат;Богомол;Подосиновик;Техноуж;Вспышка;Улитка;Гаруспик
3557|2025-03-17|88|9|2,7,8||Lulu;Рэй;Орел;Сова;Моп;Буханка;Замир;Гаруспик;Вспышка;Винни
3557|2025-03-17|87|1|3,6,7|0.5|Lulu;Орел;Замир;Техноуж;Вспышка;Неомения;Сова;Дед;Буханка;Улитка
3557|2025-03-17|86|7|1,6,1||Буханка;Soya;Мимимистр;НЕ_ЛИС;Lulu;Доджик;Хелхек;Ная;Бант.;Улитка
3557|2025-03-17|85|6|1,5,9||Lulu;Бант.;Техноуж;Математик;Доджик;Деканат;Аляска;Хелхек;Soya;Элизабет Арден
3557|2025-03-17|83|9|2,7,8||НЕ_ЛИС;Soya;Техноуж;Математик;Ная;Хелхек;Улитка;Буханка;Мимимистр;Элизабет Арден
3557|2025-03-17|81|6|2,3,9||Улитка;Lulu;Бант.;Дед;Математик;Техноуж;Аляска;Элизабет Арден;Soya;Деканат
3557|2025-03-17|80|2|1,8,1||Самообман 🎭;НЕ_ЛИС;Хелхек;Варвара;WhiRav;Ная;Аляска;Бант.;Soya;Математик
3557|2025-03-14|79|2|3,7,9||Ная;НЕ_ЛИС;Вспышка;Элизабет Арден;Аляска;Улитка;Математик;Буханка;Доджик;Техноуж
3557|2025-03-09|78|10|3,6,8||Labrusca;Lulu;Ная;Аляска;Киви;Дед;Варвара;Элизабет Арден;НЕ_ЛИС;Техноуж
3557|2025-03-09|76|3|1,4,8|0.25|Ная;Дед;Хелхек;WhiRav;Буханка;Варвара;Аляска;Lulu;Киви;Элизабет Арден
3557|2025-03-09|75|4|2,5,8||Техноуж;НЕ_ЛИС;Варвара;Аффинаж;Бант.;Ная;Киви;Аляска;Элизабет Арден;Lulu
3557|2025-03-09|74|3|6,9,1||Буханка;Дед;Аляска;Элизабет Арден;Техноуж;Гаруспик;осиновый кол;Вспышка;Бант.;Киви
3557|2025-03-09|73|5|6,8,1||Математик;Аффинаж;WhiRav;Вспышка;Дед;Хелхек;Soya;Бант.;НЕ_ЛИС;осиновый кол
3557|2025-03-09|72|10|3,6,9||Техноуж;осиновый кол;Замир;Хелхек;Математик;WhiRav;Soya;Labrusca;Вспышка;НЕ_ЛИС
3557|2025-03-09|71|7|4,5,9||Деканат;Математик;Техноуж;Варвара;осиновый кол;Вспышка;Бант.;WhiRav;Элизабет Арден;Soya
3557|2025-03-04|70|3|1,8,9||Вспышка;Киви;НЕ_ЛИС;Улитка;Lulu;Ная;Vita;Адель;Математик;Буханка
3557|2025-03-04|68|6|7,2,3||Дед;Деканат;Вспышка;Улитка;Киви;НЕ_ЛИС;Vita;Бакост;Математик;Лео
3557|2025-03-04|67|4|2,7,1|0.25|Дед;Адель;Бакост;Ная;Буханка;Вспышка;Улитка;Марохеф;Гаруспик;НЕ_ЛИС
3557|2025-03-04|66|3|1,5,6||Марохеф;Ная;Улитка;Адель;Лео;Киви;Математик;Гаруспик;Вспышка;НЕ_ЛИС
3557|2025-03-04|65|3|4,5,9||Ная;Марохеф;Вспышка;Математик;Lulu;Бакост;Киви;Буханка;Дед;Шмоки Мола
3557|2025-03-04|64|5|3,6,9|0.25|Хелхек;Аляска;Улитка;Мерседес;Бант.;Доджик;Маргуха;Математик;Элизабет Арден;НЕ_ЛИС
3557|2025-03-04|63|8|5,6,3|0.25|Soya;Маргуха;Элизабет Арден;Математик;Вспышка;Варвара;Буханка;Доджик;Мимимистер;Lulu
3557|2025-03-04|62|5|3,7,9||Мимимистер;Дед;Математик;Soya;Labrusca;Киви;Вспышка;Lulu;Vita;Варвара
3557|2025-03-04|61|5|4,8,1|0.25|НЕ_ЛИС;Labrusca;Киви;Дед;Математик;Техноуж;Soya;Варвара;Lulu;Вспышка
3557|2025-03-04|60|3|1,6,9|0.25|Soya;Рей;Техноуж;Замир;Labrusca;Дед;Бант.;Вспышка;Варвара;Киви
3557|2025-03-04|59|5|7,9,1|0.25|Аляска;Улитка;Labrusca;НЕ_ЛИС;Lulu;Бант.;Элизабет Арден;Мерседес;Деканат;Математик
3557|2025-03-04|57|3|1,5,7|0.25|Доджик;Маргуха;НЕ_ЛИС;Хелхек;Аляска;Элизабет Арден;Буханка;Улитка;Лана;Мерседес
3557|2025-03-04|56|3|1,2,6|0.25|Элизабет Арден;Улитка;Техноуж;Аляска;Буханка;Хелхек;Бант.;Доджик;Маргуха;Лана
3557|2025-02-26|54|1|3,7,9||Улитка;Маргуха;Адель;Доджик;Элизабет Арден;Мерседес;Варвара;Аляска;Soya;Хелхек
3557|2025-02-26|53|4|3,6,8|0.25|Хелхек;Доджик;Элизабет Арден;Аляска;Техноуж;Labrusca;Вспышка;Бант.;Адель;WhiRav
3557|2025-02-26|52|9|1,6,1||Labrusca;Вспышка;Доджик;Элизабет Арден;Аляска;Lulu;Soya;Варвара;Техноуж;Бант.
3557|2025-02-08|51|7|6,8,1||Буханка;Soya;Бакост;Вспышка;НЕ_ЛИС;Деканат;формиат калия;Бант.;Техноуж;Марохеф
3557|2025-02-08|49|2|1,3,8||Вспышка;Бант.;Грейс;Клей;формиат калия;НЕ_ЛИС;Vita;Soya;Техноуж;Деканат
3557|2025-02-08|48|8|2,5,9|0.25|Буханка;Улитка;формиат калия;Vita;Грейс;Вспышка;Бант.;Техноуж;Клей;Soya
3557|2025-02-08|46|6|2,5,9||Lulu;Клей;Вспышка;Грейс;НЕ_ЛИС;Деканат;Буханка;Улитка;Гаруспик;НЭШ
3557|2024-11-23|44|6|2,7,1||Дед;Техноуж;Вельзевул;Бант.;НЕ_ЛИС;Вспышка;Рождество;Улитка;Элизабет Арден;Lulu
3557|2024-11-23|43|2|6,7,1||Буханка;Элизабет Арден;Техноуж;Дед;Вспышка;НЕ_ЛИС;Рождество;Бант.;Улитка;Пасивка
3557|2024-11-23|42|1|5,7,9|0.25|НЕ_ЛИС;Оша;Элизабет Арден;Вельзевул;Буханка;Дед;Бант.;Техноуж;Вспышка;Улитка
3557|2024-11-23|40|1|4,6,1||Буханка;Miroro;Техноуж;Дровосек;Кефтеме;Гаруспик;Улитка;Дед;Вспышка;Вельзевул
3557|2024-11-23|39|4|9,6,3||Элизабет Арден;Оша;Пасивка;Кефтеме;Техноуж;Miroro;Гаруспик;Lulu;Вспышка;НЕ_ЛИС
3557|2024-11-23|38|3|4,8,1||Вельзевул;Miroro;Кефтеме;НЕ_ЛИС;Вспышка;Гаруспик;Оша;Пасивка;Элизабет Арден;Буханка
3557|2024-11-10|37|1|4,5,9||Дед;Элизабет Арден;Lulu;Фантом;Бант.;Вспышка;НЕ_ЛИС;Пасивка;Тайса;Техноуж
3557|2024-11-10|36|9|3,7,1||Деканат;Фантом;Вспышка;Бант.;Элизабет Арден;Дед;Техноуж;Lulu;НЕ_ЛИС;Буханка
3557|2024-11-10|35|10|5,7,9||Фантом;Дровосек;Элизабет Арден;Дед;НЕ_ЛИС;Вспышка;Пасивка;Lulu;Бант.;Техноуж
3557|2024-11-10|33|2|1,6,8||Вспышка;Бант.;Гаруспик;Буханка;Рене;Элизабет Арден;Пасивка;Оша;Деканат;Miroro
3557|2024-11-10|32|7|2,1,5||Тайса;Пасивка;Гаруспик;Miroro;Рене;Вспышка;Буханка;Техноуж;Оша;Элизабет Арден
3557|2024-11-09|30|4|1,8,1|0.25|Вспышка;Сова;Бант.;НЕ_ЛИС;Lulu;Техноуж;Деканат;Пасивка;Троцкист;Фантом
3557|2024-11-02|28|10|5,7,9|0.25|Гаруспик;Пасивка;Техноуж;Орёл;НЕ_ЛИС;Фантом;Lulu;Вспышка;Мерседес;корпуша
3557|2024-10-19|25|6|1,5,1|0.25|Шмоки Мола;Техноуж;Пасивка;осиновый кол;Вспышка;Бант.;Дровосек;Буханка;Медведь;Кефтеме
3557|2024-10-19|24|4|2,7,1|0.25|Деканат;Кефтеме;Медведь;Техноуж;Буханка;Бант.;Шмоки Мола;Пасивка;Дровосек;осиновый кол
3557|2024-10-19|23|3|1,4,9||Техноуж;Деканат;WhiRav;Буханка;Шамиль;осиновый кол;Дед;Дровосек;Пасивка;Бант.
3557|2024-10-19|22|2|5,6,7|0.25|Техноуж;Шамиль;осиновый кол;Пасивка;Олимпия;Дед;Вспышка;WhiRav;Деканат;Буханка
3557|2024-10-19|21|1|8,7,6|0.25|Дед;Техноуж;Деканат;Шамиль;WhiRav;осиновый кол;Пасивка;Вспышка;Бант.;Буханка
3557|2024-10-19|20|6|2,4,7|0.25|Бант.;Дровосек;Шамиль;Медведь;Вспышка;Буханка;осиновый кол;Деканат;Дед;Техноуж
3557|2024-10-05|19|10|6,8,9|0.25|Сумерки;Деканат;Бант.;Сова;Буханка;НЕ_ЛИС;Техноуж;Пасивка;Вспышка;осиновый кол
3557|2024-10-05|18|6|2,7,9||Сова;Сумерки;Дед;Дровосек;Тринадцатый;Вспышка;НЕ_ЛИС;Бант.;Деканат;осиновый кол
3557|2024-10-05|17|6|8,1,5||Вспышка;осиновый кол;Пасивка;НЕ_ЛИС;Дед;Деканат;Техноуж;Буханка;Бант.;Сова
3557|2024-10-05|15|9|4,5,1||Троцкист;Тринадцатый;Буханка;Вспышка;НЕ_ЛИС;осиновый кол;Бант.;Медведь;Дровосек;Техноуж
3557|2024-10-05|14|5|2,7,1|0.25|Дровосек;Тринадцатый;НЕ_ЛИС;осиновый кол;Медведь;Вспышка;Буханка;Тайса;Пасивка;Бант.
3557|2024-09-15|13|8|3,5,7|0.25|Господин Сбербанк;Буханка;Вспышка;Орёл;осиновый кол;Дровосек;Кефтеме;Тринадцатый;Медведь;Деканат
3557|2024-09-14|12|7|6,8,9|0.25|осиновый кол;Вспышка;Деканат;корпуша;НЕ_ЛИС;Кефтеме;Тринадцатый;Дед;Буханка;Орёл
3557|2024-09-14|11|7|1,3,6||НЕ_ЛИС;Тринадцатый;корпуша;Техноуж;Орёл;Госпожа Чафир;осиновый кол;Медведь;Господин Сбербанк;Labrusca
3557|2024-09-14|10|5|2,8,9||Буханка;Дед;НЕ_ЛИС;Медведь;Вспышка;Дровосек;Орёл;Тринадцатый;Господин Сбербанк;корпуша
3557|2024-09-14|9|6|2,3,9||Вспышка;осиновый кол;Labrusca;Кефтеме;Тринадцатый;Дровосек;корпуша;Буханка;Дед;НЕ_ЛИС
3557|2024-09-14|8|1|3,9,7||корпуша;Госпожа Чафир;Буханка;Орёл;осиновый кол;Медведь;Тринадцатый;Кефтеме;НЕ_ЛИС;Господин Сбербанк
3557|2024-09-08|7|4|1,5,8|0.5|Буханка;Кефтеме;НЕ_ЛИС;Вспышка;Дед;Бант.;LOTD;Тринадцатый;Сумерки;Техноуж
3557|2024-09-08|6|8|4,5,9||корпуша;Тринадцатый;LOTD;Вспышка;Техноуж;Кефтеме;Сумерки;Дровосек;Буханка;Дед
3557|2024-09-08|4|1|4,5,6||Дед;Fikoprof;корпуша;Тринадцатый;Техноуж;Бант.;Неомения;WhiRav;Вспышка;Буханка
3557|2024-09-08|3|3|2,5,8|0.25|Буханка;WhiRav;Тринадцатый;корпуша;Вспышка;Дед;Fikoprof;Дровосек;Неомения;Техноуж
3557|2024-09-07|1|2|4,6,7||Асмодея;Буханка;Сонкейки;Шмоки Мола;Домовой;Тринадцатый;Дровосек;Пиковая Дама;Неомения;Бант.
